"rain_sr","temp_sr","lat","lon"
4717,NULL,"30","77"
4718,NULL,"11.5","78"
4719,NULL,"27","70.5"
4720,NULL,"27","91"
4721,NULL,"20.5","78.75"
4722,NULL,"21.75","88.5"
4723,NULL,"20.25","85"
4724,NULL,"26.75","84.25"
4725,NULL,"36","76.75"
4726,NULL,"29.25","73.75"
4727,NULL,"10","76.5"
4728,700,"33.5","77.5"
4729,NULL,"26","84.5"
4730,NULL,"20.5","75"
4731,NULL,"21.75","82.5"
4732,NULL,"27.5","71"
4733,NULL,"21.25","69.75"
4734,NULL,"21","85.25"
4735,NULL,"23.5","81.75"
4736,NULL,"28.25","72.75"
4737,NULL,"24.5","73.75"
4738,NULL,"22.75","87"
4739,NULL,"22","75"
4740,NULL,"30.5","78.25"
4741,NULL,"22","82.25"
4742,NULL,"9.75","78"
4743,NULL,"23.5","86.75"
4744,NULL,"16","76.5"
4745,701,"22.5","79.5"
4746,NULL,"29.25","94"
4747,702,"23.5","87.5"
4748,NULL,"13","76"
4749,NULL,"15","74.5"
4750,NULL,"27","81.25"
4751,NULL,"27.25","69.75"
4752,NULL,"29.25","79.5"
4753,NULL,"28.75","76.25"
4754,NULL,"16.75","81.75"
4755,NULL,"21.75","87.25"
4756,NULL,"23.75","88"
4757,NULL,"28.25","74.75"
4758,NULL,"30.75","77.25"
4759,NULL,"24.75","81.75"
4760,703,"19.5","72.5"
4761,704,"12.5","76.5"
4762,NULL,"26","77.25"
4763,NULL,"27.5","78.25"
4764,NULL,"20.75","82"
4765,NULL,"27.5","80.25"
4766,NULL,"20","76.5"
4767,NULL,"32.75","79.5"
4768,NULL,"11.75","75.5"
4769,NULL,"23.75","81"
4770,NULL,"17","81.75"
4771,705,"11.5","79.5"
4772,NULL,"25.75","70.25"
4773,NULL,"24","78.25"
4774,NULL,"27.25","73.5"
4775,NULL,"23.25","86.75"
4776,NULL,"35.75","77.25"
4777,NULL,"14.25","78.5"
4778,NULL,"17.5","76"
4779,NULL,"24.75","85.5"
4780,NULL,"22.25","75.5"
4781,NULL,"35.75","76.75"
4782,NULL,"27","89"
4783,NULL,"19.75","83.5"
4784,706,"12.5","92.5"
4785,707,"11.5","75.5"
4786,NULL,"23.25","92.75"
4787,NULL,"24.5","74.25"
4788,NULL,"11.25","76"
4789,NULL,"20.75","84.5"
4790,NULL,"27.5","82.25"
4791,NULL,"21","72.75"
4792,NULL,"23.75","79.25"
4793,NULL,"20.25","77.5"
4794,NULL,"24","74"
4795,NULL,"23.75","70.5"
4796,NULL,"34","78"
4797,NULL,"26.25","86.75"
4798,NULL,"27.75","74.5"
4799,NULL,"28.25","97"
4800,NULL,"21.75","74"
4801,NULL,"36.25","73.75"
4802,NULL,"23","78"
4803,NULL,"10.25","76"
4804,NULL,"33","74.25"
4805,NULL,"25.5","71.25"
4806,NULL,"35.75","75.25"
4807,708,"9.5","77.5"
4808,709,"27.5","92.5"
4809,NULL,"18.75","82"
4810,NULL,"24.5","85"
4811,NULL,"18.75","77.5"
4812,710,"28.5","80.5"
4813,NULL,"15.25","79.5"
4814,NULL,"27.75","72.75"
4815,NULL,"17.75","77.75"
4816,NULL,"18","74.5"
4817,NULL,"15.75","80.75"
4818,NULL,"25.25","71.25"
4819,NULL,"25","86.75"
4820,NULL,"23.75","83.25"
4821,NULL,"15","79.75"
4822,NULL,"26.5","86.25"
4823,711,"19.5","77.5"
4824,NULL,"29","76.5"
4825,NULL,"17.25","79.75"
4826,NULL,"21.75","87"
4827,NULL,"31.75","74.75"
4828,712,"14.5","77.5"
4829,NULL,"28.5","78.75"
4830,NULL,"34.5","74"
4831,NULL,"19.5","81"
4832,NULL,"32.25","75"
4833,NULL,"20.25","83.75"
4834,NULL,"35.75","78.25"
4835,NULL,"16.5","80"
4836,NULL,"12.75","75.75"
4837,NULL,"22.75","82.75"
4838,NULL,"10.75","76"
4839,NULL,"24.25","92.25"
4840,NULL,"22","77.75"
4841,NULL,"20.25","76.5"
4842,713,"25.5","85.5"
4843,NULL,"24","68.5"
4844,NULL,"25.25","92.75"
4845,NULL,"16","75.75"
4846,NULL,"26.25","83.5"
4847,NULL,"21.75","84.5"
4848,NULL,"16.75","80.25"
4849,NULL,"31","77.75"
4850,714,"11.5","76.5"
4851,NULL,"18","74"
4852,NULL,"31","74.75"
4853,NULL,"23.75","83.75"
4854,NULL,"23.25","79.25"
4855,NULL,"30","74.25"
4856,NULL,"22.75","77.5"
4857,NULL,"23.75","70.25"
4858,NULL,"23.5","77"
4859,NULL,"25.75","81.5"
4860,NULL,"15.25","79.75"
4861,NULL,"20","80.5"
4862,NULL,"23.5","85"
4863,NULL,"29.5","75"
4864,NULL,"28.75","75.25"
4865,NULL,"19","78"
4866,NULL,"25.5","91.25"
4867,NULL,"23.75","71.75"
4868,NULL,"27","69.75"
4869,NULL,"32.25","74.75"
4870,NULL,"11.25","78.25"
4871,NULL,"24.25","75.25"
4872,NULL,"24.5","70.75"
4873,NULL,"26.25","87.5"
4874,715,"35.5","78.5"
4875,NULL,"18.5","74.75"
4876,NULL,"27.5","79"
4877,NULL,"14.75","80"
4878,NULL,"25.25","86.25"
4879,NULL,"28.25","73"
4880,NULL,"23","82.75"
4881,NULL,"10.25","76.75"
4882,NULL,"34.25","79.5"
4883,NULL,"35.25","78.5"
4884,NULL,"14.75","78.25"
4885,NULL,"26.75","74.75"
4886,NULL,"26.25","93.75"
4887,NULL,"35.75","77.75"
4888,716,"21.5","76.5"
4889,NULL,"21.75","81.25"
4890,717,"25.5","92.5"
4891,NULL,"17.25","74.25"
4892,718,"31.5","79.5"
4893,NULL,"25","80.25"
4894,NULL,"23","71.5"
4895,NULL,"27.25","80"
4896,NULL,"11.25","75.75"
4897,NULL,"24.5","75.75"
4898,NULL,"25.75","94"
4899,NULL,"26.5","74.25"
4900,NULL,"24","76.75"
4901,NULL,"25.25","86.75"
4902,NULL,"35.25","74.5"
4903,NULL,"22.25","87.5"
4904,NULL,"11.75","79.75"
4905,NULL,"23.25","85.25"
4906,NULL,"11.5","78.25"
4907,NULL,"18.5","77.25"
4908,719,"20.5","80.5"
4909,NULL,"33","77"
4910,NULL,"26.75","81.5"
4911,720,"33.5","76.5"
4912,NULL,"24.25","72.25"
4913,NULL,"27.25","81.5"
4914,NULL,"26.25","85.25"
4915,NULL,"28","70"
4916,NULL,"34.5","79.75"
4917,721,"28.5","77.5"
4918,NULL,"22.25","84.25"
4919,NULL,"22.25","70"
4920,NULL,"11","76.5"
4921,NULL,"26.25","76.75"
4922,NULL,"23.25","74"
4923,NULL,"21.25","73.75"
4924,NULL,"36","75.5"
4925,NULL,"30.25","76.5"
4926,NULL,"21.5","77"
4927,NULL,"35.75","75"
4928,NULL,"34","73.75"
4929,NULL,"9.25","76.75"
4930,722,"23.5","86.5"
4931,NULL,"33.75","76.5"
4932,NULL,"24.75","92.25"
4933,NULL,"21.5","87"
4934,NULL,"23.5","87.25"
4935,NULL,"14.75","78.5"
4936,NULL,"20.75","83"
4937,NULL,"24.75","92.75"
4938,NULL,"24.25","88"
4939,NULL,"23.5","71.75"
4940,NULL,"25.5","91"
4941,NULL,"22.75","87.25"
4942,NULL,"22.25","72.5"
4943,NULL,"18.75","73.5"
4944,NULL,"28.75","96.25"
4945,NULL,"26.25","79"
4946,NULL,"22.25","88.75"
4947,NULL,"22.25","86.5"
4948,NULL,"15.5","76.75"
4949,NULL,"27.25","93.25"
4950,NULL,"25.25","82"
4951,NULL,"32","77.25"
4952,NULL,"34","74.25"
4953,NULL,"25.75","86.75"
4954,NULL,"16.75","74.75"
4955,NULL,"27.75","80"
4956,NULL,"29.5","76.25"
4957,NULL,"21.75","85.25"
4958,NULL,"27.25","79.75"
4959,NULL,"26.25","85.5"
4960,NULL,"21.75","75.25"
4961,NULL,"18.25","76"
4962,723,"26.5","88.5"
4963,NULL,"25.25","76.5"
4964,NULL,"16.5","80.75"
4965,NULL,"25.5","79"
4966,NULL,"26.75","79"
4967,NULL,"23","73"
4968,NULL,"16.5","76"
4969,NULL,"24.25","81.25"
4970,NULL,"22","80.5"
4971,NULL,"9.25","78"
4972,NULL,"22.5","86.25"
4973,NULL,"20","81.25"
4974,NULL,"22.5","88"
4975,NULL,"24.5","76.75"
4976,NULL,"21.25","74.5"
4977,NULL,"18.25","79.5"
4978,NULL,"26","90.25"
4979,NULL,"35","73.75"
4980,NULL,"21.25","82"
4981,NULL,"25","81"
4982,NULL,"26","77.75"
4983,NULL,"21","83.25"
4984,NULL,"36.75","74.5"
4985,NULL,"27.5","88"
4986,NULL,"14.5","78.25"
4987,NULL,"18","77.75"
4988,NULL,"22.75","87.5"
4989,NULL,"17.25","75"
4990,NULL,"24","83.75"
4991,NULL,"21.5","70"
4992,NULL,"23","83.25"
4993,NULL,"18.5","79.25"
4994,NULL,"26.75","91.25"
4995,NULL,"30.75","77"
4996,NULL,"25.5","71.75"
4997,NULL,"27.5","92.75"
4998,NULL,"13.25","76.75"
4999,NULL,"16.25","76"
5000,NULL,"15.75","79.25"
5001,NULL,"28.25","80.5"
5002,NULL,"23.75","83.5"
5003,NULL,"29.25","75.75"
5004,NULL,"26.5","81.75"
5005,NULL,"25.75","84"
5006,NULL,"30.25","77.25"
5007,NULL,"14.25","77.25"
5008,NULL,"16.75","78.75"
5009,NULL,"23.75","75.5"
5010,NULL,"19","79.25"
5011,NULL,"26.5","76.75"
5012,NULL,"35","75.75"
5013,NULL,"17.5","76.75"
5014,NULL,"19.75","75.75"
5015,NULL,"11.25","78.75"
5016,NULL,"17.25","79.5"
5017,724,"18.5","77.5"
